,headline,url,date,author,summary
905,Salesforce CEO Marc Benioff says it’s ‘more than fair’ for him to get some credit ...,https://www.cnbc.com/2020/01/24/davos-salesforce-ceo-benioff-claims-some-credit-for-trump-backing-trillion-trees.html?&qsearchterm=CLIMATE CHANGE,1/24/2020 11:49:19 AM ET,Lauren Hirsch,"DAVOS, Switzerland – Salesforce CEO Marc Benioff said it is “fair” for him to get some credit for President Donald Trump’s surprising support for an ..."
906,Doomsday Clock timekeepers say risk of global annihilation remains at Cold War highs,https://www.cnbc.com/2019/01/24/doomsday-clock-risk-of-global-annihilation-remains-at-cold-war-highs.html?&qsearchterm=CLIMATE CHANGE,1/24/2019 12:05:11 PM ET,Tom DiChristopher,"The world remains perilously close to global catastrophe because leaders have not made enough progress in reducing nuclear and climate threats, the Bulletin of the ..."
907,"Capitalism is killing the planet and needs to change, says investor Jeremy Grantham",https://www.cnbc.com/video/2018/06/13/gmos-grantham-climate-change-capitalism-killing-planet.html?&qsearchterm=CLIMATE CHANGE,6/13/2018 9:25:42 AM ET,Rajaa Elidrissi,"“Capitalism and mainstream economics simply cannot deal with these problems. Mainstream economics largely ignore [them],” Grantham says. “We deforest the land, we degrade our soils, ..."
908,Has ‘Davos Man’ now morphed into ‘Davos Everyone’?,https://www.cnbc.com/2020/01/21/has-davos-man-now-morphed-into-davos-everyone.html?&qsearchterm=CLIMATE CHANGE,1/21/2020 1:57:11 AM ET,Joumanna Bercetche,"It’s that time of the year again: Policymakers, politicians, bankers, activists, journalists and a swathe of cameras are descending upon the snowy peaks of Davos ..."
909,Goldman on how the ‘largest economic shock of our lifetimes’ will permanently alter energy markets,https://www.cnbc.com/2020/03/30/coronavirus-goldman-says-pandemic-will-permanently-alter-oil-markets.html?&qsearchterm=CLIMATE CHANGE,3/30/2020 8:22:08 AM ET,Sam Meredith,"The coronavirus pandemic will likely be a “game-changer” for energy markets, according to analysts at Goldman Sachs, with carbon-based industries such as oil thought to ..."
910,"Everything Jim Cramer said about the stock market on ‘Mad Money,’ including trade deal chatter, ...",https://www.cnbc.com/2020/01/14/jim-cramers-mad-money-recap-stock-picks-jan-14-2020.html?&qsearchterm=CLIMATE CHANGE,1/14/2020 8:55:40 PM ET,Tyler Clifford,CNBC’s Jim Cramer attributed late-Tuesday’s market sell-off to China tariffs worries combined with an overbought market. The “Mad Money” host sat down with Medtronic’s outgoing ...
911,"Democrats trust Biden most on foreign policy as Iran tensions simmer, poll says",https://www.cnbc.com/2020/01/14/democrats-trust-biden-sanders-on-foreign-policy-amid-iran-tensions.html?&qsearchterm=CLIMATE CHANGE,1/14/2020 2:10:13 PM ET,Jacob Pramuk,"2020 Democratic White House hopefuls have drilled into foreign policy as U.S. tensions with Iran bubble, and a new poll suggests more primary voters put ..."
912,Trump’s speech announcing US withdrawal from Paris climate deal riddled with errors: Expert,https://www.cnbc.com/video/2017/06/01/trumps-speech-announcing-us-withdrawal-from-paris-climate-deal-riddled-with-errors-expert.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 11:13:34 PM ET,Jacob Pramuk,William Snape from American University says many of the president’s claims tied to withdrawing from the deal are factually inaccurate. 
913,How the mass planting of trees could transform our cities and tackle air pollution,https://www.cnbc.com/2020/04/17/how-the-mass-planting-of-trees-could-transform-our-cities.html?&qsearchterm=CLIMATE CHANGE,4/17/2020 12:00:00 AM ET,Anmar Frangoul,"Hubs of culture, politics and finance, the cities many of us call home can, at times, be hard to live in.The challenges of an urban ..."
914,Intel CEO: We need to engage in Paris Climate Accord,https://www.cnbc.com/video/2017/06/01/intel-ceo-we-need-to-engage-in-paris-climate-accord.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 12:34:52 PM ET,Scott Wapner,CNBC’s Jon Fortt is live at the Code Conference with Intel CEO Brian Krzanich talking about President Trump’s decision on the Paris Climate Accord.
915,‘Oven-like conditions’: Scorching heat and coronavirus endanger people without AC this summer,https://www.cnbc.com/2020/06/27/coronavirus-how-high-temps-endanger-people-without-ac-this-summer.html?&qsearchterm=CLIMATE CHANGE,6/27/2020 10:00:01 AM ET,Emma Newburger,"The U.S. is heading into a scorching hot summer following the hottest May on record, putting Americans already vulnerable to coronavirus at heightened risk of ..."
916,"G-7 Summit: Leaders brace for clash with Trump on trade, climate",https://www.cnbc.com/2017/05/26/g-7-summit-leaders-brace-for-clash-with-trump-on-trade-climate.html?&qsearchterm=CLIMATE CHANGE,5/26/2017 6:26:02 AM ET,Emma Newburger,World leaders braced for contentious talks Friday with President Donald Trump at the G-7 summit in Sicily after he earlier lambasted NATO allies for not ...
917,The rules of job hunting have changed — here’s how to get hired,https://www.cnbc.com/2020/05/08/the-rules-of-job-hunting-have-changed-heres-how-to-get-hired.html?&qsearchterm=CLIMATE CHANGE,5/8/2020 11:36:26 AM ET,Jessica Dickler,"The number of people looking for work is at historic levels. At the same time, because of shelter-in-place restrictions due to Covid-19, the rules around ..."
918,BP outlines how quickly global carbon emissions would need to fall to reach net zero ...,https://www.cnbc.com/2020/06/17/oil-bp-on-how-quickly-global-carbon-emissions-would-need-to-fall-to-reach-net-zero-by-2050.html?&qsearchterm=CLIMATE CHANGE,6/17/2020 7:13:03 AM ET,Sam Meredith,"The chief executive of energy giant BP said Wednesday that to get to net zero by 2050, the world would need to see lockdown-like reductions ..."
919,"Gore, UN Climate Panel Win Nobel Peace Prize",https://www.cnbc.com/id/21262849?&qsearchterm=CLIMATE CHANGE,10/12/2007 5:44:07 AM ET,Sam Meredith,Former US Vice President Al Gore and the UN climate panel shared the 2007 Nobel Peace Prize on Friday for raising awareness of the threat ...
920,Presidential hopeful John Hickenlooper gets emotional about hot dogs and equal pay: Young Voter Money ...,https://www.cnbc.com/2019/07/19/democratic-hopeful-hickenlooper-on-hot-dogs-equal-pay-and-millennials.html?&qsearchterm=CLIMATE CHANGE,7/19/2019 8:58:00 AM ET,Joseph Magliocco,Many good policy ideas miss out on the daily cable news spin cycle — but it is not for a lack of trying. CNBC.com is ...
921,"Barry lost some bite, but these 10 cities could lose billions in housing to floods ...",https://www.cnbc.com/2019/07/18/10-cities-could-lose-34-billion-plus-in-housing-to-floods-by-2050.html?&qsearchterm=CLIMATE CHANGE,7/18/2019 9:26:52 AM ET,Kenneth Kiesnoski,Hurricane Barry dumped more than 23 in. of rain in places as it stormed up the Mississippi River Valley from Louisiana and Alabama to Arkansas ...
922,Entergy CEO says Trump leaving Paris accord does not change much,https://www.cnbc.com/video/2017/06/23/entergy-ceo-says-trump-leaving-paris-accord-does-not-change-much.html?&qsearchterm=CLIMATE CHANGE,6/23/2017 7:14:16 PM ET,Jim Cramer,"Jim Cramer sat down with Leo Denault, the chairman and CEO of Entergy, to get his take on the president’s climate policy."
923,Entergy CEO: Leaving Paris accord doesn’t change much,https://www.cnbc.com/video/2017/06/23/entergy-ceo-leaving-paris-accord-doesnt-change-much.html?&qsearchterm=CLIMATE CHANGE,6/23/2017 7:16:25 PM ET,Jim Cramer,"Jim Cramer sat down with Leo Denault, the chairman and CEO of Entergy, to get his take on the president’s climate policy."
924,"Governments are getting lax about improving energy efficiency, putting climate progress at risk, top policy ...",https://www.cnbc.com/2017/10/04/nations-are-getting-lax-about-improving-energy-efficiency-iea-warns.html?&qsearchterm=CLIMATE CHANGE,10/5/2017 3:01:00 AM ET,Tom DiChristopher,"Nations around the world continued to improve their energy efficiency last year, but a slowdown in new policies threatens to derail the progress and hobble ..."
925,Morici: Obama’s Climate Plan Has Put the US Economy in a Straight Jacket,https://www.cnbc.com/id/100397587?&qsearchterm=CLIMATE CHANGE,1/22/2013 12:41:56 PM ET,Peter Morici,"Once again, President Obama has declared the United States must respond to the threat of climate change; however, putting the U.S. economy in a straight ..."
926,2017 changed American politics forever — here are the biggest stories of the year,https://www.cnbc.com/2017/12/27/the-biggest-us-political-stories-of-a-chaotic-2017.html?&qsearchterm=CLIMATE CHANGE,12/27/2017 1:08:12 PM ET,Jacob Pramuk,An unpredictable new White House and a rush to pass a sprawling Republican policy agenda characterized a chaotic 2017 in Washington. Here are 12 of ...
927,The planet set all kinds of crazy climate records in 2015,https://www.cnbc.com/2016/08/02/the-earth-set-all-kinds-of-crazy-climate-records-in-2015.html?&qsearchterm=CLIMATE CHANGE,8/2/2016 4:18:59 PM ET,Robert Ferris,"The Earth reached record warm temperatures in 2015, and brought both an exceptionally strong El Nino and record high levels of greenhouses gases in the ..."
928,One person doesn’t change the will of the people: Hamilton creator,https://www.cnbc.com/video/2017/12/22/one-person-doesnt-change-the-will-of-the-people-hamilton-creator.html?&qsearchterm=CLIMATE CHANGE,12/22/2017 2:14:11 AM ET,Robert Ferris,Lin-Manuel Miranda gives his opinion on President Donald Trump.
929,"Trump, GM, Toyota and Fiat Chrysler are holding us hostage to a dying planet",https://www.cnbc.com/2019/10/30/trump-gm-toyota-and-chrysler-holding-us-hostage-to-a-dying-planet.html?&qsearchterm=CLIMATE CHANGE,10/30/2019 11:08:48 AM ET,Robert Ferris,"President Donald Trump, General Motors, Toyota and Fiat Chrysler are holding us all hostage to a dying planet.Four major automakers — Ford, BMW, Honda and ..."
930,Canadian oil stumbles may force Trudeau and Alberta foe to cooperate,https://www.cnbc.com/2020/02/26/reuters-america-canadian-oil-stumbles-may-force-trudeau-and-alberta-foe-to-cooperate.html?&qsearchterm=CLIMATE CHANGE,2/26/2020 1:37:00 PM ET,Robert Ferris,"WINNIPEG, Manitoba, Feb 26 (Reuters) - Cancellation of a massive Canadian oil sands project leaves Prime Minister Justin Trudeau and a fierce critic, Alberta Premier ..."
931,OPEC Summit Statement to Stress on Climate: Delegates,https://www.cnbc.com/id/21830888?&qsearchterm=CLIMATE CHANGE,11/16/2007 5:20:18 AM ET,Robert Ferris,A statement to be issued at a meeting of OPEC leaders this weekend will emphasize the role of the exporter group in helping to combat ...
932,No more hamburgers? How ‘clean meat’ could transform our diets,https://www.cnbc.com/2020/03/26/no-more-hamburgers-how-clean-meat-could-transform-our-diets.html?&qsearchterm=CLIMATE CHANGE,3/27/2020 5:33:47 AM ET,Anmar Frangoul,"For many, the hamburger’s combination of bun, meat and salad is the perfect marriage of simplicity, flavor and familiarity. Whether it’s a gourmet patty with ..."
933,Obama says presidents shouldn’t watch TV and should stay off social media,https://www.cnbc.com/2019/09/18/obama-addresses-climate-change-at-san-francisco-event-for-splunk.html?&qsearchterm=CLIMATE CHANGE,9/18/2019 4:11:22 PM ET,Ari Levy,"President Barack Obama didn’t mention Donald Trump by name on Thursday during a talk in San Francisco, but he clearly referenced his successor when he ..."
934,Wealthy investors’ growing demand for sustainability suggests new investment trend,https://www.cnbc.com/2020/07/10/capgem-world-wealth-report-billionaires-invest-in-sustainability-esg.html?&qsearchterm=CLIMATE CHANGE,7/10/2020 12:14:31 AM ET,Ari Levy,"The world’s uber wealthy are increasingly putting their money towards socially, ethically and environmentally conscious businesses, which could spur the growth of sustainable investments.In Capgemini’s ..."
935,Wall Street goes all in on climate policy,https://www.cnbc.com/2015/09/28/wall-street-goes-all-in-on-climate-policy.html?&qsearchterm=CLIMATE CHANGE,9/28/2015 12:24:55 PM ET,Jacob Pramuk,"Large U.S. financial firms are putting their deep pockets and political clout behind alternative energy, in a key stamp of approval from companies that have ..."
936,"Energy Department proposes change to electricity pricing that could boost coal, nuclear plants",https://www.cnbc.com/2017/09/29/energy-dept-proposes-power-pricing-that-may-boost-coal-nuclear-plants.html?&qsearchterm=CLIMATE CHANGE,9/29/2017 4:53:58 PM ET,Tom DiChristopher,"The U.S. Department of Energy on Friday proposed a rule that would change the way regional power markets price electricity, potentially bolstering ailing coal and ..."
937,3 things that keep Barack Obama up at night,https://www.cnbc.com/2019/12/18/barack-obama-on-worrying-trends-political-polarization-climate-change-social-media.html?&qsearchterm=CLIMATE CHANGE,12/17/2019 12:27:44 AM ET,Tom DiChristopher,"What three things keep Barack Obama up at night?The former U.S. president says that neither nuclear weapons nor terrorists make the list.Instead, three newer issues ..."
938,Ocasio-Cortez’s Green New Deal is not going over well at one of the year’s biggest ...,https://www.cnbc.com/2019/03/12/aocs-green-new-deal-not-going-over-well-at-ceraweek-energy-conference.html?&qsearchterm=CLIMATE CHANGE,3/12/2019 10:36:34 AM ET,Tom DiChristopher,One of the threads running through a major energy conference in Houston is how oil and gas companies can cut their carbon footprint and prevent ...
939,Washington Gov. Jay Inslee wants to be the ‘carbon warrior’ in the 2020 presidential race ...,https://www.cnbc.com/2019/02/06/washington-gov-jay-inslee-nears-decision-on-2020-presidential-run.html?&qsearchterm=CLIMATE CHANGE,2/6/2019 7:00:57 PM ET,Jeff Daniels,"LOS ANGELES — While other 2020 Democratic contenders are focusing on wealth inequality in America and taxing the rich, Washington Gov. Jay Inslee is trying ..."
